id,nPosture,idDOF,sDOF,idDOF_MJC,sDescShort,nDOF,nMA,nSD,cModelPosition,sReference
13,1,23,ra_mcp5_e_f,21,D5 MCP,30,-5.588,0,0 0 0 90 0 0 0  25 20 0 0 0 0 0 0 0 0 0 0 0 NaN 0 0,Koh S et al. 2006. Intrinsic Muscle Contribution to the Metacarpophalangeal Joint Flexion Moment of the Middle Ring and Small Fingers. Journal of Hand Surgery.
14,1,23,ra_mcp5_e_f,21,D5 MCP,40,-5.428,0,0 0 0 90 0 0 0  25 20 0 0 0 0 0 0 0 0 0 0 0 NaN 0 0,Koh S et al. 2006. Intrinsic Muscle Contribution to the Metacarpophalangeal Joint Flexion Moment of the Middle Ring and Small Fingers. Journal of Hand Surgery.
15,1,23,ra_mcp5_e_f,21,D5 MCP,50,-5.309,0,0 0 0 90 0 0 0  25 20 0 0 0 0 0 0 0 0 0 0 0 NaN 0 0,Koh S et al. 2006. Intrinsic Muscle Contribution to the Metacarpophalangeal Joint Flexion Moment of the Middle Ring and Small Fingers. Journal of Hand Surgery.
16,1,23,ra_mcp5_e_f,21,D5 MCP,60,-4.791,0,0 0 0 90 0 0 0  25 20 0 0 0 0 0 0 0 0 0 0 0 NaN 0 0,Koh S et al. 2006. Intrinsic Muscle Contribution to the Metacarpophalangeal Joint Flexion Moment of the Middle Ring and Small Fingers. Journal of Hand Surgery.
17,1,23,ra_mcp5_e_f,21,D5 MCP,70,-4.95,0,0 0 0 90 0 0 0  25 20 0 0 0 0 0 0 0 0 0 0 0 NaN 0 0,Koh S et al. 2006. Intrinsic Muscle Contribution to the Metacarpophalangeal Joint Flexion Moment of the Middle Ring and Small Fingers. Journal of Hand Surgery.
18,1,23,ra_mcp5_e_f,21,D5 MCP,80,-4.95,0,0 0 0 90 0 0 0  25 20 0 0 0 0 0 0 0 0 0 0 0 NaN 0 0,Koh S et al. 2006. Intrinsic Muscle Contribution to the Metacarpophalangeal Joint Flexion Moment of the Middle Ring and Small Fingers. Journal of Hand Surgery.
19,1,23,ra_mcp5_e_f,21,D5 MCP,90,-4.95,0,0 0 0 90 0 0 0  25 20 0 0 0 0 0 0 0 0 0 0 0 NaN 0 0,Koh S et al. 2006. Intrinsic Muscle Contribution to the Metacarpophalangeal Joint Flexion Moment of the Middle Ring and Small Fingers. Journal of Hand Surgery.
20,1,24,ra_pip5_e_f,22,D5 PIP,10,-2.48,0,0 0 0 90 0 0 0  25 20 0 0 10 11 27 10 11 27 10 11 27 10 NaN 27,found value by scaling D2 MCP and D5MCP and using this scaling with D2 PIP to approximate D5 PIP
23,1,24,ra_pip5_e_f,22,D5 PIP,40,-2.02,0,0 0 0 90 0 0 0  25 20 0 0 40 81 15 40 81 15 40 81 15 40 NaN 15,found value by scaling D2 MCP and D5MCP and using this scaling with D2 PIP to approximate D5 PIP
30,1,24,ra_pip5_e_f,22,D5 PIP,110,-2.48,0,0 0 0 90 0 0 0  25 20 0 0 70 111 61 70 111 61 70 111 61 70 NaN 61,found value by scaling D2 MCP and D5MCP and using this scaling with D2 PIP to approximate D5 PIP
32,1,25,ra_dip5_e_f,23,D5 DIP,10,-2.24,0,0 0 0 90 0 0 0  25 20 0 0 40 81 15 40 81 15 40 81 15 40 81 NaN,found value by scaling D2 MCP and D5MCP and using this scaling with D2 DIP to approximate D5 DIP
