id,nPosture,idDOF,sDOF,idDOF_MJC,sDescShort,nDOF,nMA,nSD,cModelPosition,sReference
1,1,9,ra_wr_e_f,7,Wrist F/E,-60,11.3,0.25,0 0 0 90 0 0 NaN  25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Gonzalez et al. 1997. How Muscle Architecture and Wrist Flexion-Extension Moment Arms Affect Moments. Journal of Biomechanics.
2,1,9,ra_wr_e_f,7,Wrist F/E,-40,10.9,0.5,0 0 0 90 0 0 NaN  25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Gonzalez et al. 1997. How Muscle Architecture and Wrist Flexion-Extension Moment Arms Affect Moments. Journal of Biomechanics.
3,1,9,ra_wr_e_f,7,Wrist F/E,-20,11.7,0.75,0 0 0 90 0 0 NaN  25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Gonzalez et al. 1997. How Muscle Architecture and Wrist Flexion-Extension Moment Arms Affect Moments. Journal of Biomechanics.
4,1,9,ra_wr_e_f,7,Wrist F/E,0,13.8,1,0 0 0 90 0 0 NaN  25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Gonzalez et al. 1997. How Muscle Architecture and Wrist Flexion-Extension Moment Arms Affect Moments. Journal of Biomechanics.
5,1,9,ra_wr_e_f,7,Wrist F/E,20,19,1,0 0 0 90 0 0 NaN  25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Gonzalez et al. 1997. How Muscle Architecture and Wrist Flexion-Extension Moment Arms Affect Moments. Journal of Biomechanics.
6,1,9,ra_wr_e_f,7,Wrist F/E,40,22,1,0 0 0 90 0 0 NaN  25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Gonzalez et al. 1997. How Muscle Architecture and Wrist Flexion-Extension Moment Arms Affect Moments. Journal of Biomechanics.
7,1,9,ra_wr_e_f,7,Wrist F/E,60,22.5,1,0 0 0 90 0 0 NaN  25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Gonzalez et al. 1997. How Muscle Architecture and Wrist Flexion-Extension Moment Arms Affect Moments. Journal of Biomechanics.
8,1,23,ra_mcp5_e_f,21,D5 MCP,-20,7.799,0,0 0 0 90 0 0 0  25 20 0 0 0 0 0 0 0 0 0 0 0 NaN 0 0,Koh S et al. 2006. Intrinsic Muscle Contribution to the Metacarpophalangeal Joint Flexion Moment of the Middle Ring and Small Fingers. Journal of Hand Surgery.
9,1,23,ra_mcp5_e_f,21,D5 MCP,-10,8.317,0,0 0 0 90 0 0 0  25 20 0 0 0 0 0 0 0 0 0 0 0 NaN 0 0,Koh S et al. 2006. Intrinsic Muscle Contribution to the Metacarpophalangeal Joint Flexion Moment of the Middle Ring and Small Fingers. Journal of Hand Surgery.
10,1,23,ra_mcp5_e_f,21,D5 MCP,0,8.675,0,0 0 0 90 0 0 0  25 20 0 0 0 0 0 0 0 0 0 0 0 NaN 0 0,Koh S et al. 2006. Intrinsic Muscle Contribution to the Metacarpophalangeal Joint Flexion Moment of the Middle Ring and Small Fingers. Journal of Hand Surgery.
